path,owner,classification,notes
DEPLOYMENT-v13.27.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.27.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.27.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.27.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.27.5.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.27.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.1.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.1.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.1.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.2.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.2.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.4.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.5.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.5.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.5.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.6.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.6.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.6.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.6.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.6.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.6.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.6.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.6.8.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.28.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.29.0.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.29.0.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.29.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.29.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.29.2.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.29.2.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.29.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.29.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.29.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.0.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.0.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.0.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.0.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.1.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.1.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.2.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.3.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.3.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.30.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.30.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.31.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.32.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.34.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.34.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.35.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.10.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.11.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.8.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.36.9.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.37.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.37.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.37.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.37.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.37.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.37.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.37.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.37.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.4.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.6.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.6.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.6.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.6.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.6.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.4.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.40.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.42.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.43.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.44.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.45.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.45.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.46.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.47.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.48.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.49.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.49.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.0.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.1.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.1.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.1.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.1.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.1.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.2.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.2.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.2.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.5.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.50.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.51.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.52.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.53.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.54.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.54.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.54.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.54.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.54.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.55.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.56.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.57.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.58.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.59.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.10.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.11.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.8.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.6.9.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.60.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.61.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.61.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.61.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.62.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.63.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.63.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.64.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.65.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.10.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.11.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.8.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.68.9.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.69.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.69.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.7.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.7.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.70.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.70.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.70.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.71.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.72.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.73.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.74.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.75.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.76.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.77.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.78.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.79.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.8.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.8.1.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.8.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.80.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.80.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.80.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.80.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.81.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.81.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.81.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.81.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.81.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.9.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.9.1.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.9.1.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v13.9.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v9.21.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v9.22.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v9.22.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v9.22.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v9.22.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v9.22.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v9.22.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v9.22.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
DEPLOYMENT-v9.22.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
Elio.pdf,Repository/Other,Asset/Other,Non-critical repository artifact
INVENTORY-DIAGNOSTICS-v13.27.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
INVENTORY-LIVE-MOMENTS-v13.27.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
INVENTORY-MEDIA-v13.27.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
INVENTORY-PLACE-CORE-v13.27.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
INVENTORY-SERVICES-v13.27.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
INVENTORY-STORAGE-v13.27.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
INVENTORY-v10.0.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
LUVIA-AI-SETUP-v13.17.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
LUVIA-BUDGET-SETUP.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
LUVIA-CLOUD-TRAVEL-MANAGEMENT.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
LUVIA-MODULE-CONFIG-SETUP.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
LUVIA-PEOPLE-LIVE-MAP-SETUP.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
LUVIA-REMINDERS-SETUP.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
LUVIA-TRIP-FUNCTION-PERMISSIONS.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
MIGRATION-PLAN-MEDIA-v13.27.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
MIGRATION-RECOVERY-v13.18.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
MIGRATION-VERIFICATION-v13.28.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
PARIS-BUDGET-SETUP.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
PARIS-CLOUD-TRAVEL-MANAGEMENT.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
PARIS-DAY-CLOSURE-SETUP.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
PARIS-PEOPLE-LIVE-MAP-SETUP.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
PARIS-PROFIL-UND-REISEN.txt,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
PARIS-REMINDERS-SETUP.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
PARIS-TO-LUVIA-NAMESPACE-AUDIT-v13.68.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
PARIS-TRIP-FUNCTION-PERMISSIONS.sql,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-AKTIVITAETSFEED-V2.txt,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-AKTIVITAETSPROTOKOLL-REALTIME.txt,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-AUTH-MODUL.txt,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-AUTH-UPGRADE-WIZARD.txt,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-CORE-V2.12.3.1-DESTINATION-AWARE-RESTAURANT-SEARCH.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-CORE-V2.12.4-RESTAURANT-EXPERIENCE.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-CORE-V2.12.4.2-RESTAURANT-BRANDING-DESTINATION-FIX.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-CORE-V2.12.4.3-RESTAURANT-FAVORITES-FILTER-FIX.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-CORE-V2.12.4.4-RESTAURANT-EXPERIENCE-FINAL-POLISH.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-CORE-V3.4.2-LIVE-COLLABORATION.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-CORE-V3.5.2-CENTRAL-TRAVEL-PREFERENCES.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-DEPLOY-LUVIA-GATEWAY-V2.11.2.txt,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
README-DEPLOY-LUVIA-GATEWAY-V2.11.3.txt,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
